person1,person2,meeting_times,meeting_information
Birgitta Frente,Kanon Herrero,39,"['(""White Building"", ""2014-01-10 19:12:30"", ""2014-01-10 22:29:01"", ""03:16:31"")', '(""Brew\'ve Been Served"", ""2014-01-15 12:27:42"", ""2014-01-15 13:52:01"", ""01:24:19"")', '(""Katerina\'s Café"", ""2014-01-06 12:37:23"", ""2014-01-06 13:57:01"", ""01:19:38"")', '(""Katerina\'s Café"", ""2014-01-07 19:38:01"", ""2014-01-07 19:50:01"", ""00:12:00"")', '(""Katerina\'s Café"", ""2014-01-07 19:50:01"", ""2014-01-07 20:14:01"", ""00:24:00"")', '(""Katerina\'s Café"", ""2014-01-11 18:38:02"", ""2014-01-11 19:12:01"", ""00:33:59"")', '(""Katerina\'s Café"", ""2014-01-15 18:54:02"", ""2014-01-15 20:06:01"", ""01:11:59"")', '(""Katerina\'s Café"", ""2014-01-16 19:15:02"", ""2014-01-16 20:35:01"", ""01:19:59"")', '(""Guy\'s Gyros"", ""2014-01-06 17:43:42"", ""2014-01-06 18:54:01"", ""01:10:19"")', '(""Guy\'s Gyros"", ""2014-01-06 21:26:03"", ""2014-01-06 21:33:01"", ""00:06:58"")', '(""Guy\'s Gyros"", ""2014-01-06 21:33:01"", ""2014-01-07 07:47:01"", ""10:14:00"")', '(""Guy\'s Gyros"", ""2014-01-07 17:43:39"", ""2014-01-07 18:52:01"", ""01:08:22"")', '(""Guy\'s Gyros"", ""2014-01-07 20:46:05"", ""2014-01-08 07:20:01"", ""10:33:56"")', '(""Guy\'s Gyros"", ""2014-01-08 17:43:42"", ""2014-01-08 18:45:01"", ""01:01:19"")', '(""Guy\'s Gyros"", ""2014-01-08 20:33:02"", ""2014-01-09 07:29:01"", ""10:55:59"")', '(""Guy\'s Gyros"", ""2014-01-09 17:51:39"", ""2014-01-09 19:04:01"", ""01:12:22"")', '(""Guy\'s Gyros"", ""2014-01-09 20:57:58"", ""2014-01-09 21:07:01"", ""00:09:03"")', '(""Guy\'s Gyros"", ""2014-01-09 21:07:01"", ""2014-01-10 07:29:01"", ""10:22:00"")', '(""Guy\'s Gyros"", ""2014-01-10 17:26:42"", ""2014-01-10 18:53:01"", ""01:26:19"")', '(""Guy\'s Gyros"", ""2014-01-10 23:44:01"", ""2014-01-11 12:39:01"", ""12:55:00"")', '(""Guy\'s Gyros"", ""2014-01-11 15:28:47"", ""2014-01-11 15:36:01"", ""00:07:14"")', '(""Guy\'s Gyros"", ""2014-01-11 15:36:01"", ""2014-01-11 18:28:01"", ""02:52:00"")', '(""Guy\'s Gyros"", ""2014-01-11 19:35:02"", ""2014-01-12 12:54:01"", ""17:18:59"")', '(""Guy\'s Gyros"", ""2014-01-12 16:05:01"", ""2014-01-12 18:35:01"", ""02:30:00"")', '(""Guy\'s Gyros"", ""2014-01-12 20:21:02"", ""2014-01-13 07:04:01"", ""10:42:59"")', '(""Guy\'s Gyros"", ""2014-01-13 17:40:39"", ""2014-01-13 19:29:01"", ""01:48:22"")', '(""Guy\'s Gyros"", ""2014-01-13 20:27:01"", ""2014-01-13 20:35:01"", ""00:08:00"")', '(""Guy\'s Gyros"", ""2014-01-13 20:35:01"", ""2014-01-14 07:39:01"", ""11:04:00"")', '(""Guy\'s Gyros"", ""2014-01-14 17:51:39"", ""2014-01-14 19:43:01"", ""01:51:22"")', '(""Guy\'s Gyros"", ""2014-01-14 21:19:05"", ""2014-01-15 06:59:01"", ""09:39:56"")', '(""Guy\'s Gyros"", ""2014-01-15 17:42:39"", ""2014-01-15 18:39:01"", ""00:56:22"")', '(""Guy\'s Gyros"", ""2014-01-15 20:09:05"", ""2014-01-16 07:24:01"", ""11:14:56"")', '(""Guy\'s Gyros"", ""2014-01-16 17:47:42"", ""2014-01-16 18:37:01"", ""00:49:19"")', '(""Guy\'s Gyros"", ""2014-01-16 20:40:02"", ""2014-01-17 07:13:01"", ""10:32:59"")', '(""Guy\'s Gyros"", ""2014-01-17 17:50:39"", ""2014-01-17 19:35:01"", ""01:44:22"")', '(""Guy\'s Gyros"", ""2014-01-17 21:07:01"", ""2014-01-17 21:11:01"", ""00:04:00"")', '(""Guy\'s Gyros"", ""2014-01-17 21:11:01"", ""2014-01-18 12:38:01"", ""15:27:00"")', '(""Guy\'s Gyros"", ""2014-01-19 15:51:59"", ""2014-01-19 16:38:01"", ""00:46:02"")', '(""Guy\'s Gyros"", ""2014-01-19 16:38:01"", ""2014-01-19 18:13:01"", ""01:35:00"")']"
Birgitta Frente,Brand Tempestad,28,"['(""White Building"", ""2014-01-10 19:30:02"", ""2014-01-10 22:29:01"", ""02:58:59"")', '(""Guy\'s Gyros"", ""2014-01-06 17:37:38"", ""2014-01-06 18:54:01"", ""01:16:23"")', '(""Guy\'s Gyros"", ""2014-01-06 21:08:05"", ""2014-01-07 07:41:01"", ""10:32:56"")', '(""Guy\'s Gyros"", ""2014-01-07 17:43:39"", ""2014-01-07 18:47:01"", ""01:03:22"")', '(""Guy\'s Gyros"", ""2014-01-07 20:46:05"", ""2014-01-08 07:20:01"", ""10:33:56"")', '(""Guy\'s Gyros"", ""2014-01-08 17:27:38"", ""2014-01-08 19:10:01"", ""01:42:23"")', '(""Guy\'s Gyros"", ""2014-01-08 20:26:22"", ""2014-01-08 20:31:01"", ""00:04:39"")', '(""Guy\'s Gyros"", ""2014-01-08 20:31:01"", ""2014-01-09 07:05:01"", ""10:34:00"")', '(""Guy\'s Gyros"", ""2014-01-09 17:51:39"", ""2014-01-09 19:04:01"", ""01:12:22"")', '(""Guy\'s Gyros"", ""2014-01-09 20:57:58"", ""2014-01-09 21:07:01"", ""00:09:03"")', '(""Guy\'s Gyros"", ""2014-01-09 21:07:01"", ""2014-01-10 07:12:01"", ""10:05:00"")', '(""Guy\'s Gyros"", ""2014-01-10 17:22:39"", ""2014-01-10 19:03:01"", ""01:40:22"")', '(""Guy\'s Gyros"", ""2014-01-10 23:47:02"", ""2014-01-11 12:32:01"", ""12:44:59"")', '(""Guy\'s Gyros"", ""2014-01-11 19:40:00"", ""2014-01-12 12:32:01"", ""16:52:01"")', '(""Guy\'s Gyros"", ""2014-01-12 14:00:36"", ""2014-01-13 07:04:01"", ""17:03:25"")', '(""Guy\'s Gyros"", ""2014-01-13 17:40:39"", ""2014-01-13 19:17:01"", ""01:36:22"")', '(""Guy\'s Gyros"", ""2014-01-13 20:48:01"", ""2014-01-14 07:24:01"", ""10:36:00"")', '(""Guy\'s Gyros"", ""2014-01-14 17:51:39"", ""2014-01-14 19:43:01"", ""01:51:22"")', '(""Guy\'s Gyros"", ""2014-01-14 21:19:05"", ""2014-01-15 06:59:01"", ""09:39:56"")', '(""Guy\'s Gyros"", ""2014-01-15 17:42:39"", ""2014-01-15 18:39:01"", ""00:56:22"")', '(""Guy\'s Gyros"", ""2014-01-15 20:10:35"", ""2014-01-16 07:24:01"", ""11:13:26"")', '(""Guy\'s Gyros"", ""2014-01-16 17:38:38"", ""2014-01-16 18:37:01"", ""00:58:23"")', '(""Guy\'s Gyros"", ""2014-01-16 20:38:05"", ""2014-01-17 07:13:01"", ""10:34:56"")', '(""Guy\'s Gyros"", ""2014-01-17 17:50:39"", ""2014-01-17 19:31:01"", ""01:40:22"")', '(""Guy\'s Gyros"", ""2014-01-17 21:05:01"", ""2014-01-18 13:00:01"", ""15:55:00"")', '(""Guy\'s Gyros"", ""2014-01-18 14:14:54"", ""2014-01-18 14:18:01"", ""00:03:07"")', '(""Guy\'s Gyros"", ""2014-01-18 14:18:01"", ""2014-01-18 18:38:01"", ""04:20:00"")', '(""Guy\'s Gyros"", ""2014-01-18 19:32:48"", ""2014-01-19 17:50:01"", ""22:17:13"")']"
Marin Onda,Vira Frente,2,"['(""White Building"", ""2014-01-10 20:18:01"", ""2014-01-10 23:57:01"", ""03:39:00"")', '(""Katerina\'s Café"", ""2014-01-08 12:12:23"", ""2014-01-08 13:42:01"", ""01:29:38"")']"
Nils Calixto,nan nan,1,"['(""Brew\'ve Been Served"", ""2014-01-16 12:58:15"", ""2014-01-16 13:24:47"", ""00:26:32"")']"
Felix Resumir,Lars Azada,1,"['(""Brew\'ve Been Served"", ""2014-01-09 12:36:42"", ""2014-01-09 13:44:01"", ""01:07:19"")']"
Felix Balas,Isia Vann,1,"['(""Brew\'ve Been Served"", ""2014-01-07 12:14:42"", ""2014-01-07 13:29:01"", ""01:14:19"")']"
Linnea Bergen,Stenig Fusil,3,"['(""Brew\'ve Been Served"", ""2014-01-09 19:06:53"", ""2014-01-09 19:59:01"", ""00:52:08"")', '(""Brew\'ve Been Served"", ""2014-01-10 12:14:42"", ""2014-01-10 13:28:01"", ""01:13:19"")', '(""Coffee Chameleon"", ""2014-01-17 07:33:42"", ""2014-01-17 07:53:01"", ""00:19:19"")']"
Adra Nubarron,Linnea Bergen,24,"['(""Brew\'ve Been Served"", ""2014-01-09 19:45:58"", ""2014-01-09 20:28:01"", ""00:42:03"")', '(""Guy\'s Gyros"", ""2014-01-06 17:57:16"", ""2014-01-06 18:45:01"", ""00:47:45"")', '(""Guy\'s Gyros"", ""2014-01-06 20:16:02"", ""2014-01-07 07:17:01"", ""11:00:59"")', '(""Guy\'s Gyros"", ""2014-01-07 17:49:42"", ""2014-01-07 19:20:01"", ""01:30:19"")', '(""Guy\'s Gyros"", ""2014-01-07 20:15:02"", ""2014-01-08 07:24:01"", ""11:08:59"")', '(""Guy\'s Gyros"", ""2014-01-08 17:56:42"", ""2014-01-08 18:29:01"", ""00:32:19"")', '(""Guy\'s Gyros"", ""2014-01-08 21:17:02"", ""2014-01-09 07:07:01"", ""09:49:59"")', '(""Guy\'s Gyros"", ""2014-01-09 17:40:16"", ""2014-01-09 19:05:01"", ""01:24:45"")', '(""Guy\'s Gyros"", ""2014-01-09 20:34:53"", ""2014-01-10 07:06:01"", ""10:31:08"")', '(""Guy\'s Gyros"", ""2014-01-10 17:47:16"", ""2014-01-10 18:40:01"", ""00:52:45"")', '(""Guy\'s Gyros"", ""2014-01-10 22:31:01"", ""2014-01-11 12:32:01"", ""14:01:00"")', '(""Guy\'s Gyros"", ""2014-01-11 14:03:04"", ""2014-01-11 18:20:01"", ""04:16:57"")', '(""Guy\'s Gyros"", ""2014-01-11 20:19:08"", ""2014-01-12 12:55:01"", ""16:35:53"")', '(""Guy\'s Gyros"", ""2014-01-12 15:38:03"", ""2014-01-12 18:15:01"", ""02:36:58"")', '(""Guy\'s Gyros"", ""2014-01-12 20:01:01"", ""2014-01-13 07:30:01"", ""11:29:00"")', '(""Guy\'s Gyros"", ""2014-01-13 17:57:16"", ""2014-01-13 19:14:01"", ""01:16:45"")', '(""Guy\'s Gyros"", ""2014-01-13 20:51:02"", ""2014-01-14 07:21:01"", ""10:29:59"")', '(""Guy\'s Gyros"", ""2014-01-14 17:59:01"", ""2014-01-15 07:28:01"", ""13:29:00"")', '(""Guy\'s Gyros"", ""2014-01-15 17:57:16"", ""2014-01-15 19:10:01"", ""01:12:45"")', '(""Guy\'s Gyros"", ""2014-01-15 21:10:01"", ""2014-01-16 07:08:01"", ""09:58:00"")', '(""Guy\'s Gyros"", ""2014-01-16 17:38:42"", ""2014-01-16 19:14:01"", ""01:35:19"")', '(""Guy\'s Gyros"", ""2014-01-16 21:03:03"", ""2014-01-17 07:31:01"", ""10:27:58"")', '(""Guy\'s Gyros"", ""2014-01-17 17:52:16"", ""2014-01-17 19:10:01"", ""01:17:45"")', '(""Guy\'s Gyros"", ""2014-01-17 20:30:03"", ""2014-01-18 10:02:01"", ""13:31:58"")']"
Elsa Orilla,Sven Flecha,1,"['(""Brew\'ve Been Served"", ""2014-01-15 19:03:02"", ""2014-01-15 19:53:01"", ""00:49:59"")']"
Adra Nubarron,Elsa Orilla,1,"['(""Brew\'ve Been Served"", ""2014-01-15 19:18:58"", ""2014-01-15 19:53:01"", ""00:34:03"")']"
Lucas Alcazar,Stenig Fusil,4,"['(""Brew\'ve Been Served"", ""2014-01-09 18:59:47"", ""2014-01-09 19:04:01"", ""00:04:14"")', '(""Brew\'ve Been Served"", ""2014-01-09 19:04:01"", ""2014-01-09 19:59:01"", ""00:55:00"")', '(""Brew\'ve Been Served"", ""2014-01-10 18:44:47"", ""2014-01-10 19:00:01"", ""00:15:14"")', '(""Brew\'ve Been Served"", ""2014-01-16 12:32:42"", ""2014-01-16 13:26:01"", ""00:53:19"")']"
Lucas Alcazar,Minke Mies,3,"['(""Brew\'ve Been Served"", ""2014-01-09 19:06:23"", ""2014-01-09 20:30:01"", ""01:23:38"")', '(""Katerina\'s Café"", ""2014-01-07 12:32:23"", ""2014-01-07 13:37:01"", ""01:04:38"")', '(""Katerina\'s Café"", ""2014-01-18 18:41:32"", ""2014-01-18 19:37:01"", ""00:55:29"")']"
Edvard Vann,Lucas Alcazar,1,"['(""Brew\'ve Been Served"", ""2014-01-10 18:49:55"", ""2014-01-10 19:00:01"", ""00:10:06"")']"
Lucas Alcazar,nan nan,2,"['(""Brew\'ve Been Served"", ""2014-01-16 12:58:15"", ""2014-01-16 13:24:47"", ""00:26:32"")', '(""Katerina\'s Café"", ""2014-01-07 12:32:23"", ""2014-01-07 13:10:55"", ""00:38:32"")']"
Axel Calzas,Sven Flecha,3,"['(""Brew\'ve Been Served"", ""2014-01-09 19:27:20"", ""2014-01-09 19:31:01"", ""00:03:41"")', '(""Brew\'ve Been Served"", ""2014-01-09 19:31:01"", ""2014-01-09 20:28:01"", ""00:57:00"")', '(""Brew\'ve Been Served"", ""2014-01-10 12:20:42"", ""2014-01-10 13:46:01"", ""01:25:19"")']"
Hideki Cocinaro,Loreto Bodrogi,5,"['(""Brew\'ve Been Served"", ""2014-01-10 19:03:05"", ""2014-01-10 20:28:01"", ""01:24:56"")', '(""Brew\'ve Been Served"", ""2014-01-12 18:31:01"", ""2014-01-12 19:29:01"", ""00:58:00"")', '(""Brew\'ve Been Served"", ""2014-01-14 19:29:19"", ""2014-01-14 20:02:01"", ""00:32:42"")', '(""Brew\'ve Been Served"", ""2014-01-16 19:31:19"", ""2014-01-16 20:18:01"", ""00:46:42"")', '(""Brew\'ve Been Served"", ""2014-01-19 18:29:05"", ""2014-01-19 20:18:01"", ""01:48:56"")']"
Inga Ferro,Kanon Herrero,1,"['(""Brew\'ve Been Served"", ""2014-01-06 19:21:47"", ""2014-01-06 20:29:01"", ""01:07:14"")']"
Felix Resumir,Inga Ferro,16,"['(""Brew\'ve Been Served"", ""2014-01-06 19:22:58"", ""2014-01-06 20:12:01"", ""00:49:03"")', '(""Brew\'ve Been Served"", ""2014-01-07 18:38:08"", ""2014-01-07 18:44:01"", ""00:05:53"")', '(""Brew\'ve Been Served"", ""2014-01-07 18:44:01"", ""2014-01-07 19:50:01"", ""01:06:00"")', '(""Brew\'ve Been Served"", ""2014-01-08 19:23:58"", ""2014-01-08 20:59:01"", ""01:35:03"")', '(""Brew\'ve Been Served"", ""2014-01-14 19:16:05"", ""2014-01-14 20:36:01"", ""01:19:56"")', '(""Brew\'ve Been Served"", ""2014-01-17 19:16:58"", ""2014-01-17 19:49:01"", ""00:32:03"")', '(""Katerina\'s Café"", ""2014-01-06 07:46:23"", ""2014-01-06 08:03:01"", ""00:16:38"")', '(""Katerina\'s Café"", ""2014-01-07 07:39:36"", ""2014-01-07 08:11:01"", ""00:31:25"")', '(""Katerina\'s Café"", ""2014-01-08 07:47:23"", ""2014-01-08 08:05:01"", ""00:17:38"")', '(""Katerina\'s Café"", ""2014-01-09 07:48:36"", ""2014-01-09 08:02:01"", ""00:13:25"")', '(""Katerina\'s Café"", ""2014-01-10 07:40:23"", ""2014-01-10 08:10:01"", ""00:29:38"")', '(""Katerina\'s Café"", ""2014-01-13 08:12:36"", ""2014-01-13 08:23:01"", ""00:10:25"")', '(""Katerina\'s Café"", ""2014-01-14 07:38:23"", ""2014-01-14 08:05:01"", ""00:26:38"")', '(""Katerina\'s Café"", ""2014-01-15 07:48:23"", ""2014-01-15 07:59:01"", ""00:10:38"")', '(""Katerina\'s Café"", ""2014-01-16 08:03:36"", ""2014-01-16 08:07:01"", ""00:03:25"")', '(""Katerina\'s Café"", ""2014-01-17 07:42:23"", ""2014-01-17 08:23:01"", ""00:40:38"")']"
Inga Ferro,Isia Vann,45,"['(""Brew\'ve Been Served"", ""2014-01-07 19:16:05"", ""2014-01-07 19:50:01"", ""00:33:56"")', '(""Brew\'ve Been Served"", ""2014-01-08 19:07:05"", ""2014-01-08 19:41:01"", ""00:33:56"")', '(""Brew\'ve Been Served"", ""2014-01-13 19:18:05"", ""2014-01-13 20:10:01"", ""00:51:56"")', '(""Brew\'ve Been Served"", ""2014-01-14 19:45:05"", ""2014-01-14 20:36:01"", ""00:50:56"")', '(""Brew\'ve Been Served"", ""2014-01-17 19:24:18"", ""2014-01-17 20:22:01"", ""00:57:43"")', '(""Katerina\'s Café"", ""2014-01-06 07:29:36"", ""2014-01-06 08:01:01"", ""00:31:25"")', '(""Katerina\'s Café"", ""2014-01-08 07:19:36"", ""2014-01-08 07:39:01"", ""00:19:25"")', '(""Katerina\'s Café"", ""2014-01-09 07:48:36"", ""2014-01-09 07:54:01"", ""00:05:25"")', '(""Katerina\'s Café"", ""2014-01-10 07:33:36"", ""2014-01-10 07:59:01"", ""00:25:25"")', '(""Katerina\'s Café"", ""2014-01-14 07:35:36"", ""2014-01-14 07:43:01"", ""00:07:25"")', '(""Katerina\'s Café"", ""2014-01-14 12:28:23"", ""2014-01-14 13:42:01"", ""01:13:38"")', '(""Katerina\'s Café"", ""2014-01-15 07:25:36"", ""2014-01-15 07:51:01"", ""00:25:25"")', '(""Katerina\'s Café"", ""2014-01-17 07:46:36"", ""2014-01-17 07:59:01"", ""00:12:25"")', '(""Katerina\'s Café"", ""2014-01-18 18:40:45"", ""2014-01-18 20:14:01"", ""01:33:16"")', '(""Frydos Autosupply n\' More"", ""2014-01-06 17:57:34"", ""2014-01-06 18:07:01"", ""00:09:27"")', '(""Frydos Autosupply n\' More"", ""2014-01-06 18:07:01"", ""2014-01-06 19:19:01"", ""01:12:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-06 21:04:13"", ""2014-01-06 23:01:01"", ""01:56:48"")', '(""Frydos Autosupply n\' More"", ""2014-01-07 17:43:46"", ""2014-01-07 18:36:01"", ""00:52:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-07 20:22:05"", ""2014-01-08 06:51:01"", ""10:28:56"")', '(""Frydos Autosupply n\' More"", ""2014-01-08 17:31:46"", ""2014-01-08 18:20:01"", ""00:48:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-08 21:04:05"", ""2014-01-09 07:30:01"", ""10:25:56"")', '(""Frydos Autosupply n\' More"", ""2014-01-09 17:33:46"", ""2014-01-09 18:50:01"", ""01:16:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-09 19:48:05"", ""2014-01-10 07:16:01"", ""11:27:56"")', '(""Frydos Autosupply n\' More"", ""2014-01-10 17:33:46"", ""2014-01-10 18:48:01"", ""01:14:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-10 21:31:01"", ""2014-01-10 23:00:01"", ""01:29:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-11 03:35:00"", ""2014-01-11 11:00:01"", ""07:25:01"")', '(""Frydos Autosupply n\' More"", ""2014-01-11 11:00:01"", ""2014-01-11 18:01:01"", ""07:01:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-11 20:19:05"", ""2014-01-12 12:39:01"", ""16:19:56"")', '(""Frydos Autosupply n\' More"", ""2014-01-12 15:44:09"", ""2014-01-12 15:53:01"", ""00:08:52"")', '(""Frydos Autosupply n\' More"", ""2014-01-12 15:53:01"", ""2014-01-12 18:32:01"", ""02:39:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-12 19:39:04"", ""2014-01-12 19:50:01"", ""00:10:57"")', '(""Frydos Autosupply n\' More"", ""2014-01-12 19:50:01"", ""2014-01-13 07:33:01"", ""11:43:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-13 17:52:46"", ""2014-01-13 19:12:01"", ""01:19:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-13 20:23:05"", ""2014-01-14 07:10:01"", ""10:46:56"")', '(""Frydos Autosupply n\' More"", ""2014-01-14 17:53:46"", ""2014-01-14 19:15:01"", ""01:21:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-14 21:37:04"", ""2014-01-14 21:42:01"", ""00:04:57"")', '(""Frydos Autosupply n\' More"", ""2014-01-14 21:42:01"", ""2014-01-15 07:12:01"", ""09:30:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-15 17:43:46"", ""2014-01-15 19:02:01"", ""01:18:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-15 20:06:51"", ""2014-01-16 06:57:01"", ""10:50:10"")', '(""Frydos Autosupply n\' More"", ""2014-01-16 17:32:46"", ""2014-01-16 18:35:01"", ""01:02:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-16 21:05:39"", ""2014-01-17 07:38:01"", ""10:32:22"")', '(""Frydos Autosupply n\' More"", ""2014-01-17 17:54:46"", ""2014-01-17 18:37:01"", ""00:42:15"")', '(""Frydos Autosupply n\' More"", ""2014-01-17 20:45:17"", ""2014-01-17 20:51:01"", ""00:05:44"")', '(""Frydos Autosupply n\' More"", ""2014-01-17 20:51:01"", ""2014-01-18 11:13:01"", ""14:22:00"")', '(""Frydos Autosupply n\' More"", ""2014-01-18 14:09:45"", ""2014-01-18 18:35:01"", ""04:25:16"")']"
Inga Ferro,nan nan,4,"['(""Brew\'ve Been Served"", ""2014-01-16 12:58:15"", ""2014-01-16 13:24:47"", ""00:26:32"")', '(""Katerina\'s Café"", ""2014-01-14 12:28:23"", ""2014-01-14 13:21:29"", ""00:53:06"")', '(""Katerina\'s Café"", ""2014-01-16 11:35:31"", ""2014-01-16 11:49:53"", ""00:14:22"")', '(""Katerina\'s Café"", ""2014-01-16 11:49:53"", ""2014-01-16 12:26:01"", ""00:36:08"")']"
Lidelse Dedos,Loreto Bodrogi,5,"['(""Brew\'ve Been Served"", ""2014-01-08 12:46:59"", ""2014-01-08 13:46:01"", ""00:59:02"")', '(""Brew\'ve Been Served"", ""2014-01-15 19:09:05"", ""2014-01-15 20:37:01"", ""01:27:56"")', '(""Brew\'ve Been Served"", ""2014-01-16 19:20:05"", ""2014-01-16 19:46:01"", ""00:25:56"")', '(""Katerina\'s Café"", ""2014-01-06 12:27:23"", ""2014-01-06 13:58:01"", ""01:30:38"")', '(""Katerina\'s Café"", ""2014-01-18 18:33:45"", ""2014-01-18 19:37:01"", ""01:03:16"")']"
Lidelse Dedos,Stenig Fusil,2,"['(""Brew\'ve Been Served"", ""2014-01-15 19:22:01"", ""2014-01-15 20:09:01"", ""00:47:00"")', '(""Brew\'ve Been Served"", ""2014-01-16 19:04:08"", ""2014-01-16 19:46:01"", ""00:41:53"")']"
Edvard Vann,Lidelse Dedos,1,"['(""Brew\'ve Been Served"", ""2014-01-16 19:04:08"", ""2014-01-16 19:46:01"", ""00:41:53"")']"
